accommodates,bathrooms,bedrooms,beds,price,guests_included,availability_365,number_of_reviews,review_scores_rating,clusters,cluster
4,1.0,1.0,3.0,240.0,1,34,0,97.0,0,pink
4,1.5,2.0,3.0,110.0,2,69,5,88.0,0,pink
2,1.0,1.0,1.0,69.0,2,348,15,97.0,3,
2,1.0,1.0,1.0,130.0,1,16,4,95.0,0,pink
2,1.0,1.0,1.0,150.0,1,34,6,100.0,0,pink
2,1.0,1.0,1.0,180.0,2,166,10,98.0,3,
2,1.0,1.0,1.0,125.0,2,12,5,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,5,92.0,0,pink
2,1.0,0.0,1.0,139.0,1,303,3,100.0,3,
4,1.0,1.0,4.0,150.0,1,38,11,93.0,0,pink
2,1.0,1.0,1.0,200.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,185.0,1,89,3,100.0,0,pink
3,1.0,1.0,2.0,99.0,2,270,14,96.0,3,
2,1.0,1.0,1.0,89.0,2,257,19,98.0,3,
2,1.0,1.0,1.0,110.0,1,0,2,100.0,0,pink
2,1.0,1.0,1.0,150.0,1,29,1,100.0,0,pink
1,1.0,1.0,1.0,135.0,1,45,9,100.0,0,pink
4,1.5,2.0,2.0,149.0,2,30,0,97.0,0,pink
2,1.0,1.0,1.0,69.0,1,103,7,100.0,0,pink
1,1.0,0.0,1.0,35.0,1,136,11,89.0,0,pink
4,1.0,2.0,3.0,115.0,2,12,14,90.0,0,pink
4,1.5,1.0,3.0,150.0,2,89,5,85.0,0,pink
4,1.0,2.0,3.0,159.0,4,0,7,91.0,0,pink
2,1.0,1.0,1.0,75.0,1,115,3,93.0,0,pink
1,1.5,1.0,1.0,60.0,1,340,9,100.0,3,
1,1.5,1.0,1.0,65.0,1,91,8,93.0,0,pink
4,1.5,2.0,3.0,269.0,1,128,1,100.0,0,pink
2,1.0,1.0,2.0,75.0,1,335,15,99.0,3,
2,1.0,1.0,1.0,75.0,1,342,8,100.0,3,
3,1.0,1.0,3.0,150.0,1,9,1,100.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,1,100.0,0,pink
4,1.0,2.0,2.0,126.0,1,52,2,100.0,0,pink
2,1.0,1.0,1.0,130.0,2,28,5,96.0,0,pink
3,1.0,2.0,2.0,200.0,1,0,2,100.0,0,pink
2,1.0,1.0,1.0,147.0,1,9,2,100.0,0,pink
2,1.0,1.0,1.0,200.0,1,135,3,100.0,0,pink
4,1.0,1.0,2.0,125.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,125.0,1,131,2,100.0,0,pink
8,2.0,4.0,4.0,350.0,6,210,1,97.0,1,purple
2,1.0,1.0,2.0,120.0,2,24,4,100.0,0,pink
4,1.0,2.0,2.0,200.0,1,0,2,90.0,0,pink
2,1.0,1.0,1.0,47.0,1,70,9,93.0,0,pink
4,1.0,1.0,2.0,89.0,2,75,10,90.0,0,pink
2,1.5,1.0,1.0,65.0,1,69,11,68.0,0,pink
4,1.0,1.0,2.0,180.0,1,3,6,83.0,0,pink
4,2.0,2.0,4.0,200.0,1,232,6,97.0,3,
4,1.0,2.0,3.0,499.0,1,364,1,20.0,1,purple
2,1.0,1.0,1.0,65.0,1,127,7,100.0,0,pink
4,1.0,2.0,2.0,150.0,1,25,6,100.0,0,pink
4,1.0,1.0,2.0,245.0,1,64,8,95.0,0,pink
4,1.5,2.0,2.0,250.0,1,33,8,100.0,0,pink
4,1.0,2.0,4.0,60.0,2,9,1,100.0,0,pink
2,1.5,1.0,1.0,50.0,1,0,0,97.0,0,pink
3,1.0,0.0,2.0,100.0,1,19,20,87.0,0,pink
2,1.0,2.0,2.0,82.0,1,4,3,100.0,0,pink
4,1.0,1.0,1.0,225.0,1,76,3,100.0,0,pink
2,1.0,1.0,1.0,120.0,1,35,2,100.0,0,pink
4,1.0,2.0,2.0,198.0,1,10,0,97.0,0,pink
2,1.0,1.0,1.0,75.0,1,165,6,97.0,3,
3,1.0,2.0,2.0,140.0,1,0,20,99.0,0,pink
2,1.0,1.0,1.0,150.0,2,0,5,90.0,0,pink
4,1.5,2.0,2.0,250.0,1,24,5,100.0,0,pink
4,1.0,2.0,2.0,159.0,2,24,11,84.0,0,pink
2,1.0,1.0,1.0,100.0,2,0,8,93.0,0,pink
2,1.0,1.0,1.0,95.0,1,165,15,99.0,3,
4,1.5,2.0,2.0,150.0,1,19,0,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,49,1,100.0,0,pink
4,1.0,2.0,2.0,130.0,2,87,2,100.0,0,pink
4,1.0,2.0,2.0,160.0,1,264,0,97.0,3,
4,1.0,1.0,2.0,87.0,2,21,21,98.0,0,pink
4,1.0,2.0,3.0,199.0,1,44,2,100.0,0,pink
4,1.0,2.0,2.0,219.0,1,70,4,100.0,0,pink
4,1.5,2.0,2.0,200.0,1,50,10,96.0,0,pink
3,1.0,1.0,2.0,120.0,3,13,12,93.0,0,pink
2,1.0,1.0,1.0,65.0,1,5,9,89.0,0,pink
4,1.5,3.0,4.0,120.0,1,0,0,97.0,0,pink
4,1.5,2.0,2.0,129.0,1,20,1,40.0,0,pink
2,1.0,1.0,1.0,190.0,1,21,2,100.0,0,pink
2,1.0,1.0,1.0,232.0,1,87,0,97.0,0,pink
4,1.0,2.0,2.0,400.0,1,364,0,97.0,1,purple
4,1.0,2.0,2.0,119.0,1,3,0,97.0,0,pink
2,1.5,1.0,1.0,80.0,1,0,8,85.0,0,pink
4,1.0,2.0,4.0,350.0,1,306,0,97.0,3,
4,1.5,2.0,2.0,179.0,2,14,3,100.0,0,pink
4,1.0,1.0,2.0,119.0,2,302,2,90.0,3,
8,1.0,3.0,8.0,142.0,1,0,13,89.0,0,pink
2,1.0,1.0,1.0,180.0,2,325,3,93.0,3,
2,1.0,1.0,1.0,200.0,1,0,0,97.0,0,pink
3,1.0,2.0,2.0,79.0,1,14,0,97.0,0,pink
1,1.0,1.0,1.0,70.0,1,0,0,97.0,0,pink
4,1.5,1.0,2.0,179.0,2,59,5,80.0,0,pink
2,1.0,1.0,1.0,250.0,1,86,4,100.0,0,pink
4,1.0,2.0,2.0,180.0,1,0,1,60.0,0,pink
3,1.0,0.0,2.0,120.0,2,0,4,90.0,0,pink
2,1.0,1.0,1.0,66.0,2,38,5,100.0,0,pink
2,1.0,1.0,1.0,70.0,1,0,3,93.0,0,pink
4,1.0,1.0,2.0,149.0,1,0,3,100.0,0,pink
4,1.0,2.0,4.0,130.0,1,165,14,93.0,3,
2,1.0,1.0,1.0,150.0,1,24,12,100.0,0,pink
4,2.0,2.0,2.0,400.0,1,3,0,97.0,1,purple
4,2.0,2.0,2.0,400.0,1,0,0,97.0,1,purple
4,2.5,3.0,5.0,350.0,1,0,0,97.0,1,purple
2,1.0,1.0,1.0,145.0,1,64,6,93.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,8,94.0,0,pink
4,2.0,2.0,2.0,300.0,1,38,5,92.0,0,pink
12,1.5,3.0,12.0,650.0,4,2,9,98.0,1,purple
2,1.0,1.0,1.0,60.0,1,21,2,100.0,0,pink
3,1.5,2.0,2.0,250.0,1,15,0,97.0,0,pink
2,1.0,1.0,1.0,110.0,1,12,5,96.0,0,pink
4,1.0,1.0,2.0,100.0,1,13,4,100.0,0,pink
4,1.5,2.0,4.0,120.0,1,33,6,100.0,0,pink
4,1.0,1.0,2.0,150.0,1,69,5,96.0,0,pink
4,1.0,2.0,2.0,115.0,1,364,0,97.0,3,
2,1.0,1.0,2.0,200.0,1,176,4,95.0,3,
2,1.0,1.0,1.0,99.0,1,33,2,100.0,0,pink
4,1.0,2.0,2.0,250.0,1,122,2,100.0,0,pink
2,1.0,1.0,1.0,110.0,1,81,0,97.0,0,pink
4,2.0,2.0,4.0,180.0,2,64,7,100.0,0,pink
4,1.0,1.0,4.0,371.0,2,53,0,97.0,1,purple
4,1.5,2.0,2.0,120.0,2,2,8,98.0,0,pink
2,1.0,1.0,1.0,92.0,1,255,11,82.0,3,
2,1.0,1.0,1.0,45.0,1,7,10,100.0,0,pink
4,1.0,1.0,3.0,200.0,2,107,2,100.0,0,pink
2,1.0,1.0,1.0,90.0,1,50,1,97.0,0,pink
5,1.5,3.0,3.0,330.0,2,3,4,100.0,1,purple
2,1.5,1.0,1.0,130.0,1,206,5,100.0,3,
1,1.0,1.0,1.0,40.0,1,4,1,100.0,0,pink
2,1.5,1.0,1.0,99.0,2,92,14,100.0,0,pink
3,1.0,1.0,1.0,150.0,2,14,6,80.0,0,pink
2,1.5,1.0,1.0,115.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,72.0,1,25,1,100.0,0,pink
4,1.5,2.0,2.0,275.0,1,20,5,100.0,0,pink
2,1.0,0.0,1.0,139.0,1,331,2,100.0,3,
2,1.0,0.0,1.0,139.0,1,326,0,97.0,3,
4,1.0,2.0,2.0,135.0,2,31,0,97.0,0,pink
4,1.0,1.0,2.0,189.0,2,165,2,100.0,3,
2,1.0,1.0,1.0,79.0,1,6,1,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,0,97.0,0,pink
4,2.0,2.0,2.0,450.0,4,350,7,100.0,1,purple
2,1.5,1.0,1.0,140.0,1,331,2,100.0,3,
2,1.5,1.0,1.0,138.0,1,9,4,95.0,0,pink
2,1.0,1.0,1.0,130.0,1,4,1,80.0,0,pink
4,1.0,1.0,2.0,275.0,1,10,1,97.0,0,pink
2,1.0,1.0,1.0,149.0,1,292,3,93.0,3,
3,1.0,1.0,2.0,99.0,1,24,14,94.0,0,pink
2,1.0,1.0,1.0,148.0,1,3,4,93.0,0,pink
4,2.0,2.0,2.0,200.0,1,0,3,100.0,0,pink
3,1.0,1.0,1.0,80.0,2,4,7,94.0,0,pink
2,1.0,1.0,1.0,120.0,1,45,5,100.0,0,pink
4,2.5,2.0,2.0,199.0,1,165,9,100.0,3,
4,2.0,2.0,2.0,87.0,2,310,3,100.0,3,
2,1.0,1.0,1.0,165.0,1,311,11,98.0,3,
2,1.0,1.0,1.0,85.0,1,45,1,100.0,0,pink
2,1.0,1.0,1.0,92.0,1,242,7,93.0,3,
2,1.0,1.0,1.0,92.0,1,250,13,86.0,3,
4,1.5,2.0,3.0,250.0,1,10,2,100.0,0,pink
2,1.0,1.0,1.0,80.0,1,33,11,100.0,0,pink
6,1.0,3.0,3.0,300.0,1,97,1,100.0,1,purple
2,1.0,1.0,1.0,150.0,1,10,9,96.0,0,pink
1,1.0,1.0,1.0,100.0,1,89,0,97.0,0,pink
6,1.5,3.0,4.0,600.0,1,364,0,97.0,1,purple
2,1.0,1.0,2.0,75.0,1,31,3,100.0,0,pink
5,1.5,3.0,3.0,150.0,1,0,6,100.0,0,pink
4,1.0,2.0,3.0,380.0,1,7,0,97.0,1,purple
6,1.5,3.0,4.0,450.0,1,290,0,97.0,1,purple
4,1.0,1.0,1.0,91.0,1,0,3,90.0,0,pink
4,1.0,2.0,2.0,150.0,1,112,0,97.0,0,pink
1,1.0,1.0,1.0,40.0,1,0,0,97.0,0,pink
2,1.0,1.0,2.0,104.0,1,4,10,94.0,0,pink
2,1.0,1.0,2.0,150.0,1,27,0,97.0,0,pink
2,1.0,1.0,1.0,80.0,1,16,3,87.0,0,pink
4,1.0,2.0,2.0,180.0,2,67,13,89.0,0,pink
4,1.5,2.0,4.0,450.0,1,338,0,97.0,1,purple
2,2.0,1.0,1.0,85.0,1,83,4,100.0,0,pink
4,1.5,2.0,3.0,480.0,1,346,0,97.0,1,purple
4,1.5,2.0,3.0,450.0,1,336,0,97.0,1,purple
2,1.0,1.0,1.0,135.0,1,0,4,100.0,0,pink
4,1.5,2.0,3.0,550.0,1,364,0,97.0,1,purple
2,1.5,1.0,1.0,180.0,1,0,3,100.0,0,pink
4,1.0,2.0,2.0,400.0,1,364,0,97.0,1,purple
2,1.0,1.0,1.0,200.0,1,0,2,100.0,0,pink
4,1.0,2.0,3.0,420.0,1,364,0,97.0,1,purple
4,1.0,1.0,2.0,125.0,2,23,6,100.0,0,pink
4,1.0,2.0,3.0,420.0,1,364,0,97.0,1,purple
2,1.0,1.0,1.0,75.0,1,62,1,100.0,0,pink
2,1.0,1.0,1.0,185.0,1,76,6,100.0,0,pink
4,1.5,2.0,4.0,200.0,1,9,8,98.0,0,pink
2,1.0,1.0,1.0,70.0,1,13,7,100.0,0,pink
2,1.0,0.0,1.0,70.0,1,7,7,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,27,2,100.0,0,pink
4,1.0,2.0,2.0,225.0,1,17,0,97.0,0,pink
2,1.0,1.0,2.0,90.0,1,10,2,90.0,0,pink
2,1.0,1.0,1.0,89.0,1,107,0,97.0,0,pink
2,1.0,1.0,2.0,170.0,2,48,1,80.0,0,pink
4,1.0,1.0,2.0,175.0,3,130,1,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,5,7,100.0,0,pink
2,1.0,1.0,1.0,50.0,1,64,4,90.0,0,pink
2,1.0,1.0,1.0,130.0,1,0,19,96.0,0,pink
6,1.0,1.0,3.0,400.0,1,80,5,92.0,1,purple
4,1.0,1.0,2.0,115.0,2,0,14,97.0,0,pink
4,1.0,2.0,2.0,240.0,1,319,0,97.0,3,
2,1.0,1.0,1.0,150.0,2,34,0,97.0,0,pink
4,1.0,2.0,3.0,450.0,1,364,0,97.0,1,purple
4,1.0,2.0,2.0,480.0,1,364,0,97.0,1,purple
4,1.0,2.0,2.0,420.0,1,364,0,97.0,1,purple
4,1.5,2.0,2.0,350.0,2,13,2,100.0,1,purple
4,1.0,2.0,3.0,500.0,1,364,0,97.0,1,purple
2,1.0,1.0,1.0,125.0,1,96,3,100.0,0,pink
2,1.0,1.0,1.0,150.0,1,73,4,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,5,0,97.0,0,pink
4,1.0,3.0,4.0,100.0,1,85,2,100.0,0,pink
3,1.0,1.0,2.0,90.0,1,10,2,100.0,0,pink
4,1.5,3.0,3.0,350.0,4,57,6,97.0,1,purple
3,1.0,0.0,1.0,120.0,2,12,9,93.0,0,pink
2,1.0,1.0,2.0,89.0,1,5,1,100.0,0,pink
4,2.0,2.0,2.0,199.0,1,7,5,96.0,0,pink
4,1.0,2.0,2.0,95.0,2,6,4,100.0,0,pink
4,1.0,2.0,2.0,119.0,2,11,2,100.0,0,pink
2,1.0,1.0,1.0,110.0,1,0,2,100.0,0,pink
3,1.0,2.0,1.0,80.0,1,0,6,90.0,0,pink
2,1.0,1.0,1.0,200.0,1,363,11,96.0,3,
4,1.0,1.0,2.0,150.0,2,12,10,98.0,0,pink
4,1.0,2.0,1.0,150.0,1,7,3,93.0,0,pink
4,1.0,2.0,4.0,200.0,4,80,1,97.0,0,pink
2,1.0,1.0,1.0,150.0,3,0,1,100.0,0,pink
2,1.0,0.0,1.0,70.0,1,11,10,96.0,0,pink
2,1.0,1.0,1.0,175.0,1,12,10,100.0,0,pink
4,1.0,2.0,2.0,150.0,1,8,1,80.0,0,pink
4,1.0,2.0,3.0,175.0,2,32,9,93.0,0,pink
2,1.0,1.0,1.0,250.0,1,87,0,97.0,0,pink
2,1.0,1.0,2.0,80.0,1,78,4,20.0,0,pink
6,1.0,2.0,6.0,201.0,4,18,5,100.0,0,pink
4,1.0,2.0,3.0,420.0,1,364,0,97.0,1,purple
4,1.0,2.0,2.0,250.0,2,9,1,100.0,0,pink
4,1.0,2.0,3.0,400.0,1,364,0,97.0,1,purple
6,1.0,2.0,4.0,480.0,1,364,0,97.0,1,purple
2,1.5,1.0,1.0,90.0,1,0,3,93.0,0,pink
2,1.0,1.0,1.0,250.0,1,91,0,97.0,0,pink
2,1.0,1.0,1.0,109.0,1,16,2,100.0,0,pink
4,1.0,2.0,4.0,500.0,1,364,0,97.0,1,purple
2,1.0,2.0,2.0,140.0,1,17,0,97.0,0,pink
3,1.0,1.0,2.0,145.0,1,260,2,100.0,3,
2,1.0,1.0,1.0,90.0,1,69,12,92.0,0,pink
2,1.0,1.0,1.0,149.0,1,160,0,97.0,3,
3,1.0,1.0,2.0,3000.0,2,64,10,96.0,2,dark purple
6,1.5,2.0,4.0,470.0,1,364,0,97.0,1,purple
4,1.0,2.0,2.0,125.0,2,59,3,90.0,0,pink
4,3.5,2.0,2.0,90.0,2,0,9,98.0,0,pink
3,1.5,2.0,2.0,130.0,2,0,9,98.0,0,pink
2,1.0,1.0,1.0,79.0,1,1,4,85.0,0,pink
2,1.0,1.0,1.0,149.0,1,58,5,100.0,0,pink
4,1.0,2.0,2.0,200.0,1,0,0,97.0,0,pink
4,1.5,2.0,2.0,240.0,1,96,2,100.0,0,pink
2,1.0,0.0,1.0,110.0,1,296,3,87.0,3,
4,1.5,3.0,3.0,150.0,2,8,4,100.0,0,pink
4,1.0,0.0,4.0,250.0,5,123,5,75.0,0,pink
2,1.0,1.0,1.0,65.0,1,9,5,96.0,0,pink
4,1.0,2.0,1.0,300.0,5,1,2,97.0,0,pink
2,1.0,1.0,1.0,150.0,2,53,1,100.0,0,pink
4,2.0,2.0,4.0,520.0,1,364,0,97.0,1,purple
2,1.0,1.0,1.0,150.0,2,53,0,97.0,0,pink
2,1.0,1.0,1.0,128.0,1,1,1,100.0,0,pink
4,1.0,2.0,3.0,289.0,2,99,2,100.0,1,purple
4,1.0,2.0,2.0,240.0,1,0,1,60.0,0,pink
4,1.5,2.0,2.0,135.0,1,31,2,100.0,0,pink
4,1.0,2.0,2.0,200.0,3,13,4,95.0,0,pink
2,1.0,1.0,1.0,180.0,2,320,0,97.0,3,
6,1.0,2.0,4.0,460.0,1,364,0,97.0,1,purple
4,1.0,2.0,3.0,500.0,2,22,2,100.0,1,purple
4,1.0,2.0,3.0,550.0,1,364,0,97.0,1,purple
2,1.0,1.0,1.0,120.0,2,71,0,97.0,0,pink
2,1.0,1.0,1.0,90.0,1,12,2,100.0,0,pink
2,1.0,1.0,1.0,60.0,1,0,7,94.0,0,pink
2,1.0,1.0,1.0,135.0,1,105,1,100.0,0,pink
2,1.0,1.0,1.0,45.0,1,33,12,85.0,0,pink
1,1.0,1.0,1.0,50.0,1,41,0,97.0,0,pink
2,1.0,1.0,1.0,130.0,1,9,5,100.0,0,pink
4,1.0,1.0,2.0,499.0,1,32,3,100.0,1,purple
4,1.0,2.0,3.0,340.0,1,364,0,97.0,3,
3,1.0,2.0,1.0,225.0,1,6,3,100.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,7,100.0,0,pink
4,1.5,2.0,3.0,340.0,1,364,0,97.0,3,
4,1.0,2.0,2.0,110.0,1,5,13,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,36,1,100.0,0,pink
8,2.0,5.0,5.0,350.0,1,52,0,97.0,1,purple
2,1.5,1.0,1.0,90.0,1,83,0,97.0,0,pink
4,1.0,2.0,3.0,89.0,3,7,2,60.0,0,pink
2,1.0,1.0,1.0,120.0,1,9,3,100.0,0,pink
4,2.0,3.0,3.0,425.0,1,174,0,97.0,1,purple
2,1.0,1.0,1.0,120.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,147.0,1,16,6,97.0,0,pink
2,1.0,1.0,1.0,140.0,1,0,4,95.0,0,pink
4,1.0,2.0,2.0,250.0,1,53,5,100.0,0,pink
1,1.0,1.0,1.0,65.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,128.0,1,16,1,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,18,3,100.0,0,pink
5,1.0,4.0,5.0,195.0,1,0,1,97.0,0,pink
2,1.5,1.0,1.0,110.0,1,170,11,91.0,3,
2,1.0,1.0,1.0,150.0,1,5,10,100.0,0,pink
2,1.0,1.0,1.0,130.0,1,72,15,99.0,0,pink
2,1.0,1.0,2.0,65.0,1,17,15,95.0,0,pink
2,1.0,1.0,1.0,95.0,1,8,3,100.0,0,pink
2,1.0,1.0,1.0,175.0,1,3,1,100.0,0,pink
4,1.0,1.0,4.0,250.0,1,6,0,97.0,0,pink
6,1.5,2.0,3.0,250.0,4,116,2,90.0,0,pink
4,1.5,2.0,3.0,450.0,1,364,0,97.0,1,purple
2,1.0,1.0,1.0,110.0,2,73,0,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,19,3,100.0,0,pink
2,1.0,1.0,1.0,50.0,1,40,6,96.0,0,pink
2,1.0,0.0,1.0,145.0,1,9,1,100.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,160.0,1,363,1,97.0,3,
3,2.0,3.0,3.0,74.0,1,92,0,97.0,0,pink
4,1.0,2.0,3.0,300.0,1,30,0,97.0,0,pink
4,1.5,1.0,1.0,125.0,1,301,1,100.0,3,
2,1.0,1.0,1.0,155.0,1,142,1,100.0,0,pink
2,1.0,1.0,1.0,69.0,1,43,8,95.0,0,pink
2,1.0,1.0,1.0,80.0,1,40,3,100.0,0,pink
2,1.0,0.0,1.0,85.0,1,35,7,100.0,0,pink
4,1.0,2.0,5.0,490.0,1,364,0,97.0,1,purple
3,1.0,2.0,2.0,79.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,105.0,1,278,1,100.0,3,
4,1.0,2.0,2.0,200.0,1,26,0,97.0,0,pink
2,1.0,1.0,1.0,105.0,1,292,0,97.0,3,
2,1.0,1.0,1.0,79.0,1,0,2,100.0,0,pink
4,1.0,2.0,3.0,360.0,1,364,0,97.0,3,
2,1.0,1.0,1.0,110.0,1,7,1,100.0,0,pink
4,2.5,2.0,4.0,360.0,1,364,0,97.0,3,
4,2.5,3.0,3.0,240.0,1,77,7,91.0,0,pink
4,1.0,2.0,2.0,200.0,1,24,8,98.0,0,pink
2,1.0,1.0,1.0,47.0,1,23,6,80.0,0,pink
2,1.0,0.0,1.0,80.0,1,11,7,93.0,0,pink
4,1.0,2.0,2.0,150.0,2,257,1,100.0,3,
8,3.0,4.0,6.0,550.0,4,54,1,100.0,1,purple
4,1.0,1.0,2.0,120.0,1,39,5,95.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,3,93.0,0,pink
2,1.0,1.0,1.0,55.0,1,4,11,86.0,0,pink
2,1.0,1.0,1.0,94.0,1,10,5,96.0,0,pink
2,1.0,1.0,1.0,194.0,1,8,9,100.0,0,pink
2,1.0,1.0,1.0,65.0,1,20,4,95.0,0,pink
2,1.0,0.0,1.0,89.0,2,0,3,100.0,0,pink
4,1.0,2.0,2.0,120.0,2,4,1,100.0,0,pink
2,1.5,1.0,1.0,140.0,1,259,0,97.0,3,
2,1.5,1.0,1.0,136.0,1,238,0,97.0,3,
2,1.5,1.0,1.0,153.0,1,228,0,97.0,3,
4,1.0,1.0,4.0,150.0,2,134,4,90.0,0,pink
6,1.0,3.0,4.0,295.0,1,101,2,100.0,1,purple
2,1.0,1.0,2.0,100.0,1,130,0,97.0,0,pink
3,1.0,1.0,2.0,112.0,1,0,9,89.0,0,pink
4,1.5,2.0,2.0,150.0,2,3,0,97.0,0,pink
4,1.0,1.0,2.0,150.0,4,78,2,100.0,0,pink
2,1.0,1.0,1.0,195.0,1,110,11,100.0,0,pink
4,2.0,4.0,4.0,200.0,1,88,0,97.0,0,pink
2,2.0,1.0,1.0,100.0,1,43,5,100.0,0,pink
4,1.0,3.0,3.0,220.0,1,53,0,97.0,0,pink
4,1.0,2.0,2.0,400.0,1,364,0,97.0,1,purple
2,1.0,1.0,1.0,175.0,1,1,3,100.0,0,pink
2,1.0,1.0,1.0,65.0,1,31,0,97.0,0,pink
4,1.0,2.0,2.0,220.0,1,0,1,80.0,0,pink
3,1.0,1.0,2.0,225.0,2,24,2,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,11,12,98.0,0,pink
2,1.0,0.0,1.0,150.0,2,0,0,97.0,0,pink
2,2.0,1.0,1.0,49.0,1,303,4,85.0,3,
1,1.0,1.0,1.0,60.0,1,34,1,97.0,0,pink
4,1.0,0.0,4.0,150.0,2,263,10,100.0,3,
2,1.0,0.0,1.0,95.0,1,22,13,97.0,0,pink
3,1.0,2.0,3.0,145.0,2,48,2,100.0,0,pink
2,1.0,1.0,1.0,140.0,1,0,2,90.0,0,pink
2,1.0,1.0,1.0,100.0,1,5,2,100.0,0,pink
1,1.0,1.0,1.0,140.0,1,47,3,100.0,0,pink
4,2.0,2.0,2.0,260.0,1,4,5,96.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,0,97.0,0,pink
2,2.0,1.0,1.0,149.0,2,11,4,95.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,4,100.0,0,pink
4,1.0,2.0,2.0,275.0,4,0,6,97.0,0,pink
2,1.0,1.0,1.0,120.0,2,82,4,95.0,0,pink
2,1.0,1.0,1.0,90.0,1,4,3,93.0,0,pink
2,1.0,1.0,1.0,115.0,2,103,6,100.0,0,pink
4,1.0,1.0,1.0,95.0,2,77,4,100.0,0,pink
2,1.0,1.0,1.0,60.0,1,14,4,80.0,0,pink
1,1.0,0.0,1.0,59.0,1,250,2,100.0,3,
4,1.0,2.0,2.0,160.0,1,23,3,93.0,0,pink
4,1.0,2.0,2.0,105.0,1,12,1,100.0,0,pink
4,1.0,2.0,2.0,150.0,1,9,0,97.0,0,pink
4,1.5,2.0,2.0,100.0,1,0,0,97.0,0,pink
3,1.0,1.0,2.0,150.0,1,179,3,100.0,3,
4,1.0,2.0,2.0,90.0,1,362,1,97.0,3,
4,1.0,2.0,3.0,185.0,2,59,4,100.0,0,pink
3,1.0,0.0,2.0,95.0,2,48,2,100.0,0,pink
2,1.0,0.0,1.0,195.0,1,110,1,100.0,0,pink
2,1.0,1.0,1.0,200.0,2,229,1,100.0,3,
4,1.5,3.0,3.0,250.0,1,13,0,97.0,0,pink
2,0.5,1.0,1.0,76.0,1,3,5,96.0,0,pink
2,1.0,1.0,1.0,180.0,1,0,2,90.0,0,pink
6,1.0,0.0,7.0,295.0,1,42,2,90.0,0,pink
2,1.0,1.0,1.0,115.0,1,5,6,100.0,0,pink
2,1.0,1.0,1.0,120.0,1,42,6,97.0,0,pink
2,1.0,1.0,1.0,190.0,1,8,1,100.0,0,pink
2,1.5,1.0,1.0,120.0,1,0,6,100.0,0,pink
2,1.0,1.0,1.0,80.0,1,12,3,100.0,0,pink
5,1.5,2.0,2.0,200.0,2,19,2,100.0,0,pink
2,1.5,1.0,1.0,175.0,1,3,1,97.0,0,pink
4,1.0,1.0,2.0,93.0,2,17,6,83.0,0,pink
2,1.0,1.0,1.0,70.0,1,98,3,100.0,0,pink
2,1.0,1.0,1.0,140.0,1,4,2,100.0,0,pink
4,1.0,2.0,3.0,195.0,1,9,3,100.0,0,pink
2,1.0,1.0,1.0,130.0,1,83,3,80.0,0,pink
4,1.0,3.0,4.0,150.0,1,9,1,100.0,0,pink
2,1.0,1.0,2.0,75.0,1,21,6,93.0,0,pink
4,2.0,3.0,4.0,225.0,1,30,0,97.0,0,pink
2,1.0,1.0,1.0,189.0,1,41,1,100.0,0,pink
3,1.0,1.0,3.0,120.0,2,324,1,100.0,3,
4,1.0,0.0,2.0,120.0,2,44,10,92.0,0,pink
2,1.0,1.0,1.0,65.0,1,78,2,90.0,0,pink
2,1.0,1.0,1.0,90.0,1,151,2,100.0,3,
2,1.0,2.0,1.0,79.0,1,24,4,100.0,0,pink
2,1.0,1.0,2.0,46.0,1,3,15,99.0,0,pink
2,1.0,1.0,1.0,140.0,1,26,16,93.0,0,pink
4,1.0,2.0,3.0,120.0,2,50,5,100.0,0,pink
2,1.5,1.0,1.0,90.0,1,0,1,100.0,0,pink
1,1.0,1.0,2.0,80.0,1,65,3,67.0,0,pink
4,1.5,2.0,4.0,280.0,1,45,4,90.0,0,pink
2,1.0,1.0,1.0,50.0,2,21,1,100.0,0,pink
2,1.0,1.0,1.0,70.0,1,58,0,97.0,0,pink
3,1.0,1.0,3.0,50.0,1,34,3,93.0,0,pink
